country,year_week,total_runners,distance,duration
Spain,2020-32,355,10.703826213592233,60.58220064724919
Belgium,2020-32,148,12.227386255924172,70.06500789889415
Luxembourg,2020-32,19,11.15723076923077,60.785384615384615
Indonesia,2020-32,175,9.69170108695652,72.47448671497584
Ireland,2020-32,154,11.972001824817518,62.99981751824818
Egypt,2020-32,1,6.045000000000001,38.229166666666664
Mexico,2020-32,235,10.424516212710765,60.20255079982706
El Salvador,2020-32,3,9.518571428571429,55.509523809523806
Armenia,2020-32,2,5.82,30.51111111111111
Nigeria,2020-32,11,15.968434782608696,102.11884057971014
Uganda,2020-32,1,18.26,120.66666666666667
Faroe Islands,2020-32,6,9.397499999999999,51.17604166666666
Panama,2020-32,28,11.088720930232558,67.49941860465115
Azerbaijan,2020-32,3,10.332083333333333,73.3236111111111
Thailand,2020-32,208,11.180815834767643,85.6621916236374
Serbia,2020-32,17,10.415539682539682,57.610582010582014
Estonia,2020-32,8,14.5353,80.25777777777778
Finland,2020-32,35,13.132162601626018,71.2380758807588
Cyprus,2020-32,10,13.237368421052631,76.94035087719298
Saudi Arabia,2020-32,4,6.976153846153846,41.43589743589743
Malta,2020-32,2,9.994545454545454,56.92727272727273
Brazil,2020-32,450,10.518143396226415,57.54379874213836
Tunisia,2020-32,3,15.094999999999999,93.18333333333332
Costa Rica,2020-32,107,11.800524324324325,64.9868918918919
Malaysia,2020-32,55,8.864527272727273,56.63020202020202
Austria,2020-32,67,12.032972375690607,70.03646408839779
Paraguay,2020-32,5,7.470769230769231,41.23717948717949
Fiji,2020-32,1,8.143333333333333,50.922222222222224
United Kingdom,2020-32,4737,10.403273714016045,57.80724735387312
Bulgaria,2020-32,4,8.228125,49.885416666666664
Bermuda,2020-32,3,11.31375,58.33541666666667
Lithuania,2020-32,12,13.363703703703704,66.56111111111112
Trinidad and Tobago,2020-32,1,16.623333333333335,94.60555555555555
Isle of Man,2020-32,12,11.910416666666668,56.70416666666667
Argentina,2020-32,52,11.021753086419753,59.687139917695475
Croatia,2020-32,15,12.037560975609756,78.96422764227643
Iran,2020-32,1,10.55725,113.53333333333333
Bahrain,2020-32,3,9.42125,65.24791666666667
Zimbabwe,2020-32,1,12.892,74.18666666666667
Lebanon,2020-32,1,12.504999999999999,69.57916666666667
Liechtenstein,2020-32,1,5.76,36.583333333333336
Afghanistan,2020-32,1,10.86,57.48333333333333
Singapore,2020-32,119,11.4436825,69.96379166666667
Faroe Islands,2020-33,5,11.535263157894738,62.72719298245614
Kazakhstan,2020-33,10,13.784853658536585,83.1178861788618
Montenegro,2020-33,2,7.885,40.708333333333336
Vietnam,2020-33,9,10.0432,67.02333333333333
South Africa,2020-33,112,10.481558746736292,62.326805918189734
Bermuda,2020-33,3,13.703333333333333,69.25
Malta,2020-33,2,11.5475,65.06458333333333
Ukraine,2020-33,71,12.731875536480686,76.97703862660944
Fiji,2020-33,1,9.986,65.66666666666667
Turkey,2020-33,32,12.351946428571427,74.68883928571428
Azerbaijan,2020-33,3,8.817692307692308,57.70769230769231
Venezuela,2020-33,26,12.83928735632184,78.36111111111111
Jamaica,2020-33,1,15.441428571428572,73.51666666666667
Zimbabwe,2020-33,1,12.995,74.05833333333334
Ireland,2020-33,150,11.403034734917734,60.5506703229738
Gibraltar,2020-33,2,7.9557142857142855,42.095238095238095
Kenya,2020-33,11,16.193708333333333,94.25902777777777
Romania,2020-33,14,12.73931111111111,67.07296296296296
Cayman Islands,2020-33,3,13.244916666666667,66.8875
Suriname,2020-33,1,8.375,45.025000000000006
South Korea,2020-33,54,10.487059602649007,65.52439293598233
China,2020-33,226,11.18447448979592,76.58626700680271
Japan,2020-33,531,10.25451643454039,71.28587743732591
Malaysia,2020-33,52,9.04737323943662,57.24154929577465
Australia,2020-33,422,11.861937842778792,63.82379646556978
Sweden,2020-33,224,11.025015006821283,59.7306275579809
Iran,2020-33,1,10.459999999999999,55.583333333333336
Angola,2020-33,4,16.281904761904762,74.46428571428571
Trinidad and Tobago,2020-33,1,16.883333333333333,104.08888888888889
Guatemala,2020-33,38,9.712054054054054,58.489039039039035
Namibia,2020-33,1,7.77975,53.020833333333336
Denmark,2020-33,232,11.455547144754316,60.270030987162464
Bosnia and Herzegovina,2020-33,2,11.075,65.31666666666666
Croatia,2020-33,14,10.476060606060605,69.62979797979798
Chile,2020-33,61,9.546060913705585,55.90093062605753
United Kingdom,2020-33,4632,10.650287528313541,59.63552977783879
Jersey,2020-33,15,10.532653846153845,56.81891025641026
Myanmar,2020-33,2,11.621111111111112,62.7537037037037
Norway,2020-33,389,12.309368381804624,67.66730052199851
Greece,2020-33,18,11.841787878787878,71.7901515151515
Indonesia,2020-33,165,9.559333992094862,69.01172595520421
Portugal,2020-33,60,11.866608108108109,62.960810810810806
Uzbekistan,2020-33,1,6.94,49.73333333333333
Slovenia,2020-33,22,11.597285714285713,69.34071428571428
Guernsey,2020-33,6,11.466666666666667,62.87569444444444
Estonia,2020-33,11,13.258125,70.35104166666666
Morocco,2020-33,3,16.127333333333333,76.84305555555555
Panama,2020-33,28,9.728148148148149,58.78045267489711
Argentina,2020-33,47,11.973596385542168,62.55783132530121
Poland,2020-33,115,11.65229503916449,65.37053959965188
Bahamas,2020-33,1,14.51,82.0
Netherlands,2020-33,526,11.406960742326909,65.06904591958126
Dominican Republic,2020-33,32,9.657872340425532,58.04982269503546
El Salvador,2020-33,6,8.622631578947368,53.69122807017544
Jordan,2020-33,4,8.451266666666667,49.669999999999995
South Sudan,2020-33,1,6.555,41.425
Luxembourg,2020-33,19,11.599211538461539,61.33557692307692
Brazil,2020-33,463,10.652049048316252,58.97653733528551
Serbia,2020-33,17,10.776229508196721,58.97841530054645
India,2020-33,85,11.163338815789473,71.22253289473684
United Arab Emirates,2020-33,48,8.52685064935065,54.13982683982684
Moldova,2020-33,4,14.164375,76.17291666666667
Costa Rica,2020-33,108,11.521392370572206,64.14341507720253
Belgium,2020-33,155,12.684168224299064,71.5307632398754
Uruguay,2020-33,4,9.987777777777778,54.30555555555556
Russia,2020-33,232,12.036112183353438,68.91783273019702
Colombia,2020-33,98,10.787305084745762,61.17033898305085
Saudi Arabia,2020-33,5,9.392,54.775555555555556
Brunei,2020-33,1,10.46,57.36666666666667
San Marino,2020-33,1,8.440000000000001,38.75416666666666
Canada,2020-33,836,12.261061598951509,69.97166885102665
Lebanon,2020-33,1,20.068,108.67
Bahrain,2020-33,3,7.98125,52.74166666666667
Kuwait,2020-33,2,5.07,32.06666666666666
Finland,2020-33,38,13.458883720930231,72.50620155038759
Thailand,2020-33,206,10.592138513513515,73.8999436936937
Andorra,2020-33,1,11.0,51.78333333333333
Israel,2020-33,33,12.23662831858407,69.59646017699114
Tunisia,2020-33,4,9.93923076923077,62.607692307692304
Peru,2020-33,39,11.001053846153846,62.070641025641024
France,2020-33,571,11.56390771259064,68.09081520544935
Slovakia,2020-33,20,12.035396825396825,69.47037037037038
Uganda,2020-33,1,18.603333333333335,124.33333333333333
Germany,2020-33,1375,11.811281655034895,66.55537554004653
Monaco,2020-33,2,14.794285714285715,82.70952380952382
Armenia,2020-33,2,7.423333333333333,36.18333333333333
Egypt,2020-33,1,8.815000000000001,55.1125
Nicaragua,2020-33,5,9.290000000000001,60.50277777777777
Nigeria,2020-33,11,13.572727272727272,84.97878787878788
Hungary,2020-33,30,12.493099999999998,70.67574074074074
Sudan,2020-33,1,15.938166666666667,95.03333333333335
Afghanistan,2020-33,1,9.45,52.61666666666667
Cyprus,2020-33,9,11.81020588235294,66.46029411764707
Italy,2020-33,356,11.280373869346734,65.92663316582914
United States,2020-33,9601,11.198626879208465,63.52127570885438
Paraguay,2020-33,5,9.067857142857143,50.48452380952381
Switzerland,2020-33,188,12.412949438202247,73.79285268414482
Lithuania,2020-33,12,15.744021276595744,83.0
Belarus,2020-33,11,11.5715625,64.70885416666667
Philippines,2020-33,25,8.504564705882354,57.65882352941176
Bulgaria,2020-33,4,7.6419999999999995,42.50333333333333
Liechtenstein,2020-33,1,5.32,32.56666666666667
Kosovo,2020-33,2,9.654444444444444,55.96851851851852
Singapore,2020-33,120,11.798550868486352,71.3009511993383
Barbados,2020-33,1,12.643333333333333,75.01666666666667
Ecuador,2020-33,24,10.19209090909091,59.6270202020202
Anguilla,2020-33,1,5.347142857142857,38.31666666666667
Latvia,2020-33,10,16.541594594594596,99.09774774774775
Honduras,2020-33,5,6.8087647058823535,39.930392156862744
Taiwan,2020-33,189,10.744552013422819,66.09334451901566
New Zealand,2020-33,36,11.561676470588235,62.695343137254895
Austria,2020-33,69,12.95928,74.93858333333334
Ghana,2020-33,2,11.574285714285713,71.28809523809524
Iceland,2020-33,54,10.722223602484473,63.588819875776394
Isle of Man,2020-33,12,8.713382978723404,45.60354609929078
Czechia,2020-33,38,12.299319672131148,67.18551912568306
Spain,2020-33,354,10.674682170542637,58.796963824289406
Mexico,2020-33,238,10.447815649867374,59.979885057471265
Nigeria,2020-34,12,13.8405,86.99416666666666
South Korea,2020-34,51,11.634544378698225,75.76114398422091
Isle of Man,2020-34,12,8.768675,46.797916666666666
Colombia,2020-34,88,10.622865384615386,59.73044871794872
Iceland,2020-34,54,11.591761904761904,66.91383219954649
Chile,2020-34,63,10.430514563106797,61.5296925566343
Iran,2020-34,1,14.469666666666667,116.13888888888887
Anguilla,2020-34,1,6.266,48.013333333333335
Japan,2020-34,525,10.071037122969837,63.54500193348801
Australia,2020-34,411,11.616476219512196,61.77049796747968
Nicaragua,2020-34,5,8.944285714285714,54.32777777777777
Denmark,2020-34,225,11.778873103448277,60.19236781609195
Namibia,2020-34,1,10.02,75.0
Norway,2020-34,397,12.19009972105997,67.97725476522548
Israel,2020-34,33,12.245486238532111,69.88409785932721
Hungary,2020-34,31,13.344298969072165,76.75257731958763
India,2020-34,87,10.749032573289902,68.39907709011943
Philippines,2020-34,28,8.494096385542168,60.65903614457831
Paraguay,2020-34,4,9.33075,50.395833333333336
Jamaica,2020-34,1,16.428571428571427,74.42142857142858
United Arab Emirates,2020-34,48,9.053876623376624,58.21937229437229
Bermuda,2020-34,2,10.440999999999999,50.14833333333333
Honduras,2020-34,5,9.687619047619048,55.76031746031746
Venezuela,2020-34,25,11.939978021978023,74.89981684981684
Ireland,2020-34,151,11.268579234972677,58.57598664238009
New Zealand,2020-34,40,10.943944444444444,59.34652777777777
Czechia,2020-34,36,12.565496062992127,66.0992125984252
Suriname,2020-34,1,2.86,15.933333333333334
Spain,2020-34,354,11.082561630218688,62.162905897945656
Italy,2020-34,353,11.582975806451612,67.30223454301075
Indonesia,2020-34,169,10.231207293666026,76.7362763915547
Ukraine,2020-34,71,11.068283400809717,63.521929824561404
South Africa,2020-34,102,10.547156695156696,61.69810066476733
Cyprus,2020-34,8,14.448757575757575,79.55454545454546
Argentina,2020-34,46,11.732939393939393,61.864444444444445
China,2020-34,223,11.118002673796791,76.92107843137255
Uruguay,2020-34,4,8.872142857142858,42.653571428571425
Uzbekistan,2020-34,1,6.0945,37.575
Panama,2020-34,27,10.298276315789474,61.39890350877193
Guernsey,2020-34,8,10.507159999999999,57.674
Peru,2020-34,38,11.624258064516129,64.98629032258064
Poland,2020-34,114,12.187289772727274,65.46254734848485
Bahrain,2020-34,3,8.4825,54.375
Netherlands,2020-34,565,11.400867794486215,62.938084795321636
Armenia,2020-34,2,7.253333333333334,35.0
Costa Rica,2020-34,106,11.99507323943662,66.21319248826292
Sudan,2020-34,1,16.031666666666666,88.30277777777776
United Kingdom,2020-34,4640,10.62326135741653,58.3798645320197
Dominican Republic,2020-34,32,9.422142857142857,58.67281746031746
Monaco,2020-34,2,11.196666666666667,55.419444444444444
Jersey,2020-34,16,10.085452830188679,53.449999999999996
Mexico,2020-34,238,10.38752156862745,59.40514161220044
Belgium,2020-34,162,12.646648706896553,69.02367097701149
Kenya,2020-34,10,18.0274358974359,116.71538461538461
Gibraltar,2020-34,1,11.2325,53.295833333333334
Singapore,2020-34,117,11.691720698254365,70.56363258520366
Liechtenstein,2020-34,1,4.51,26.15
Lithuania,2020-34,13,13.164375,64.36840277777777
Cayman Islands,2020-34,5,10.794,54.638888888888886
Thailand,2020-34,208,10.087787974683545,68.25917721518988
Bulgaria,2020-34,4,6.791538461538461,38.197435897435895
Fiji,2020-34,1,9.366666666666667,58.638888888888886
Uganda,2020-34,1,9.616666666666667,66.55555555555556
Kazakhstan,2020-34,8,11.998717948717948,71.07564102564102
Latvia,2020-34,10,15.26896551724138,83.87931034482759
Austria,2020-34,70,13.235798969072164,80.93969072164948
Portugal,2020-34,65,12.347359813084113,65.70934579439252
Turkey,2020-34,32,11.575663157894738,64.6459649122807
Cape Verde,2020-34,1,4.0,26.166666666666668
Barbados,2020-34,1,9.995000000000001,60.075
Kosovo,2020-34,2,7.4325,42.5625
Ghana,2020-34,2,13.3579,85.03333333333333
Egypt,2020-34,1,10.575,67.0
East Timor,2020-34,1,9.9525,72.80833333333334
Lebanon,2020-34,1,16.601428571428574,91.7547619047619
Switzerland,2020-34,200,12.509048865619548,75.65622454915649
United States,2020-34,9643,11.206610898974471,63.27323623536257
Tunisia,2020-34,3,14.6275,92.52916666666665
Afghanistan,2020-34,2,9.541666666666666,73.35277777777777
Vietnam,2020-34,8,9.172916666666666,64.62986111111111
Finland,2020-34,39,12.878491666666667,69.78277777777777
Brunei,2020-34,1,10.48,58.71666666666667
Saudi Arabia,2020-34,6,9.64994117647059,56.07647058823529
Romania,2020-34,15,13.766976744186048,106.8170542635659
Montenegro,2020-34,1,15.01,77.0
Faroe Islands,2020-34,6,9.2055625,50.994791666666664
Mongolia,2020-34,1,1.31,7.733333333333333
Malta,2020-34,2,11.325555555555557,62.66851851851852
Myanmar,2020-34,2,11.881,70.53166666666667
Canada,2020-34,848,12.580289864641795,71.737339055794
Slovenia,2020-34,22,11.940819444444445,69.97916666666667
Brazil,2020-34,412,11.075528510638296,60.78499290780142
El Salvador,2020-34,6,8.68875,52.364583333333336
Sweden,2020-34,226,11.147866930171277,61.00232762406675
Luxembourg,2020-34,20,11.66210606060606,62.76590909090909
San Marino,2020-34,1,12.506,81.16666666666666
France,2020-34,574,11.664567125081861,68.52776686313031
Guatemala,2020-34,38,10.295499999999999,58.11520467836257
Angola,2020-34,4,17.56888888888889,78.05555555555556
Zimbabwe,2020-34,1,10.83,62.0
Bosnia and Herzegovina,2020-34,3,6.8825,49.13333333333333
Taiwan,2020-34,196,10.406111282843895,61.728104070066976
Malaysia,2020-34,58,10.487361963190184,66.39867075664621
Slovakia,2020-34,16,12.313372881355933,72.04632768361583
Trinidad and Tobago,2020-34,1,17.290000000000003,97.62777777777778
Serbia,2020-34,14,11.2906,62.16033333333333
Greece,2020-34,20,11.55663768115942,67.05458937198067
Belarus,2020-34,14,11.607724999999999,67.06916666666667
Jordan,2020-34,4,10.269333333333332,63.41888888888889
Germany,2020-34,1428,12.026030828516378,67.03363840719332
Russia,2020-34,244,12.06323897911833,67.05384764114463
Ecuador,2020-34,23,9.44322033898305,58.09632768361582
Moldova,2020-34,6,14.5809,78.53999999999999
Azerbaijan,2020-34,3,7.331111111111111,57.720370370370375
Bahamas,2020-34,1,7.8725000000000005,44.07083333333333
Estonia,2020-34,10,12.375685714285714,72.24428571428572
Morocco,2020-34,2,23.857555555555557,114.07962962962964
Croatia,2020-34,14,14.647407407407409,101.39259259259259
Hungary,2020-35,29,12.579098901098902,70.32985347985348
Lebanon,2020-35,1,18.784285714285716,105.41190476190476
France,2020-35,599,12.006343980343981,68.72528665028665
Iceland,2020-35,53,9.963622222222222,63.32382716049383
Nigeria,2020-35,12,13.397227272727271,84.23333333333333
Taiwan,2020-35,191,10.168628164556962,63.35261075949367
Ecuador,2020-35,22,10.32604918032787,63.67540983606557
Latvia,2020-35,10,15.859933333333334,90.28555555555555
Isle of Man,2020-35,12,12.85025641025641,78.63888888888889
Bulgaria,2020-35,3,11.040000000000001,68.255
Austria,2020-35,67,12.44973711340206,73.44441580756013
Nicaragua,2020-35,5,8.487,49.858333333333334
San Marino,2020-35,1,11.998000000000001,56.04666666666667
South Korea,2020-35,55,10.016274390243902,65.20782520325204
Colombia,2020-35,103,10.698963696369637,60.38586358635864
Anguilla,2020-35,1,8.882,57.64333333333334
Tunisia,2020-35,3,18.491111111111113,127.72962962962963
Moldova,2020-35,6,14.177789473684209,75.18245614035088
Spain,2020-35,341,10.942149659863945,58.91056041464205
Armenia,2020-35,1,11.58,64.21666666666667
Argentina,2020-35,48,11.650182389937106,61.12463312368972
Estonia,2020-35,9,11.432647058823528,63.17941176470588
Iran,2020-35,1,15.72,353.0
Panama,2020-35,31,9.769448979591836,58.75816326530612
Serbia,2020-35,16,11.375351851851851,68.35000000000001
Brazil,2020-35,437,10.943652886115446,59.84729589183568
El Salvador,2020-35,6,9.766315789473685,61.60614035087719
South Sudan,2020-35,1,7.015,44.833333333333336
Luxembourg,2020-35,17,11.309999999999999,61.48446327683616
Indonesia,2020-35,172,9.918268248175183,71.95757299270073
Zimbabwe,2020-35,1,14.644833333333333,87.00277777777778
Norway,2020-35,399,12.215869475138122,66.99920580110498
Bermuda,2020-35,2,14.134285714285713,65.89285714285714
Azerbaijan,2020-35,3,6.549083333333333,50.01111111111111
Malaysia,2020-35,47,9.576736486486487,59.55078828828829
Uganda,2020-35,1,12.376,75.52000000000001
Faroe Islands,2020-35,6,10.892464285714285,60.769642857142856
Ireland,2020-35,154,11.564446460980037,59.55765275257109
Malta,2020-35,2,11.725,68.91833333333332
Finland,2020-35,37,11.214017094017093,60.944871794871794
Egypt,2020-35,1,6.45,37.6
Brunei,2020-35,1,10.46,56.48333333333333
Costa Rica,2020-35,110,12.171740223463688,67.72150837988826
Bahrain,2020-35,3,8.3,47.005
United Kingdom,2020-35,4563,10.795212507155124,59.30211433886663
Cyprus,2020-35,10,13.323131578947368,75.175
Belarus,2020-35,14,10.180886363636363,56.0280303030303
Saudi Arabia,2020-35,5,8.284,47.29509803921569
Singapore,2020-35,111,11.902180156657963,72.70661444734552
Paraguay,2020-35,4,11.019166666666665,61.07222222222222
Lithuania,2020-35,12,13.312529411764706,65.56437908496731
Fiji,2020-35,1,10.879999999999999,65.98333333333333
Thailand,2020-35,207,10.388360983102919,70.66364567332309
India,2020-35,87,11.69490032154341,73.46511254019293
Belgium,2020-35,151,13.09421768707483,71.5427059712774
Mexico,2020-35,245,10.34648711340206,60.036469072164955
Afghanistan,2020-35,2,7.9425,45.699999999999996
Jersey,2020-35,16,9.875413043478261,50.982246376811595
Kenya,2020-35,11,18.815483870967743,110.28064516129032
Kazakhstan,2020-35,9,13.712315789473683,77.38201754385966
South Africa,2020-35,104,10.18944537815126,58.84262371615313
Netherlands,2020-35,563,11.509080357142858,63.394419642857144
Cayman Islands,2020-35,5,9.820769230769232,52.78974358974359
Ukraine,2020-35,70,11.248606694560669,63.263458856345885
Suriname,2020-35,1,10.829999999999998,60.0
Gibraltar,2020-35,1,8.4725,37.8875
Venezuela,2020-35,24,11.324969387755102,75.22687074829932
Montenegro,2020-35,2,9.144,45.11666666666666
United Arab Emirates,2020-35,54,9.856220125786162,60.26320754716981
Jamaica,2020-35,1,17.475714285714286,81.85714285714286
Romania,2020-35,14,13.777073170731708,99.21666666666667
United States,2020-35,9560,11.150592979153402,62.733620793075126
Ivory Coast,2020-35,1,5.03,34.55
Philippines,2020-35,29,8.015927083333333,57.43541666666667
Switzerland,2020-35,198,11.58232142857143,68.02729166666667
East Timor,2020-35,1,19.28,117.0
China,2020-35,229,10.975781081081081,73.88716216216216
Kosovo,2020-35,2,9.286000000000001,51.24333333333334
Portugal,2020-35,63,12.209026315789473,65.42770467836257
Guernsey,2020-35,8,11.934583333333334,65.3125
Chile,2020-35,64,10.591994382022472,61.741573033707866
Bosnia and Herzegovina,2020-35,3,12.201727272727272,63.46818181818182
Denmark,2020-35,236,11.140574175824176,56.64413919413919
Angola,2020-35,4,16.6165,72.22749999999999
Guatemala,2020-35,35,10.571609523809524,60.89047619047619
Namibia,2020-35,1,5.105,34.875
Japan,2020-35,525,10.189930646117368,66.04781663702826
Australia,2020-35,423,11.49419714115545,61.369098669843154
Sweden,2020-35,227,11.230940111420612,60.37098421541319
Myanmar,2020-35,2,11.318,65.37333333333333
Greece,2020-35,18,12.170444444444446,79.26825396825396
Bahamas,2020-35,1,8.71,48.25
Trinidad and Tobago,2020-35,1,16.52,103.18888888888888
Poland,2020-35,116,12.167380555555555,67.83726851851853
Jordan,2020-35,4,9.84625,57.778125
Morocco,2020-35,3,21.271,92.29166666666666
Slovenia,2020-35,22,11.691044776119403,76.46542288557214
Dominican Republic,2020-35,33,9.054054945054945,56.100732600732606
Barbados,2020-35,1,12.336666666666666,74.66666666666667
Croatia,2020-35,15,10.466451612903224,60.895698924731185
Uruguay,2020-35,4,10.595625,49.88645833333333
Honduras,2020-35,5,10.953999999999999,63.355
Turkey,2020-35,28,11.742385416666666,67.32638888888889
Czechia,2020-35,39,12.743641791044775,67.61194029850746
Vietnam,2020-35,8,8.275,53.96488095238095
Italy,2020-35,365,11.315591705069124,62.45064516129032
Russia,2020-35,242,12.646094202898551,70.85062399355877
Kuwait,2020-35,1,5.0,30.116666666666667
Canada,2020-35,851,12.469767619680852,70.07325465425532
Peru,2020-35,40,10.825077586206897,63.80862068965517
Monaco,2020-35,2,16.324285714285715,93.22142857142856
New Zealand,2020-35,42,11.739227848101265,65.11445147679325
Ghana,2020-35,2,11.676555555555556,77.3462962962963
Slovakia,2020-35,22,11.971942857142858,76.50047619047619
Israel,2020-35,38,12.64411009174312,71.1493883792049
Andorra,2020-35,1,11.01,52.833333333333336
Germany,2020-35,1413,12.232012431626057,67.81536134593073
Sudan,2020-35,2,14.26,77.14047619047619
Moldova,2020-36,6,14.190904761904763,76.66984126984127
Iran,2020-36,1,10.876333333333335,57.38888888888889
Colombia,2020-36,100,11.163029126213592,63.95253505933117
Brazil,2020-36,441,10.48353887195122,57.712944613821136
Argentina,2020-36,49,11.461993750000001,60.42427083333333
Jordan,2020-36,4,12.3075,72.03750000000001
Morocco,2020-36,3,11.837,62.33
Uganda,2020-36,1,17.155,111.5
Andorra,2020-36,1,15.29,62.9
Myanmar,2020-36,2,9.828,55.09666666666667
Belarus,2020-36,15,10.425061224489797,62.31428571428572
Nicaragua,2020-36,4,9.3005,59.725
Israel,2020-36,33,12.229603773584905,68.9685534591195
Japan,2020-36,513,9.984153201675644,61.46100139636944
Luxembourg,2020-36,19,10.835625,57.05034722222222
Belgium,2020-36,166,12.732215217391305,68.61079710144928
Monaco,2020-36,2,12.73,67.10238095238095
Taiwan,2020-36,189,11.106352592592591,67.79632098765431
Angola,2020-36,4,17.693,78.015
Norway,2020-36,383,12.070641648270788,65.82608535688006
Zimbabwe,2020-36,1,13.216500000000002,74.91388888888889
Bermuda,2020-36,3,12.65625,60.13333333333333
Chile,2020-36,64,10.996575129533678,63.37055267702936
Malaysia,2020-36,54,10.088285714285714,64.65930735930736
Jersey,2020-36,15,11.539957446808511,63.477659574468085
Sweden,2020-36,233,12.28946409574468,67.48459663120568
Namibia,2020-36,1,5.01,30.78333333333333
Mongolia,2020-36,1,3.33,20.133333333333333
Turkey,2020-36,38,10.653445544554456,62.339933993399335
Afghanistan,2020-36,1,12.073333333333332,69.16111111111111
Spain,2020-36,353,11.159772942289498,59.50570797855566
Montenegro,2020-36,3,6.593333333333334,34.541666666666664
Mexico,2020-36,244,10.251857142857144,58.24541446208113
Jamaica,2020-36,1,15.955714285714285,75.37380952380953
Italy,2020-36,386,11.60371207992734,63.63761731759006
Venezuela,2020-36,26,11.544182795698925,71.98620071684587
Kenya,2020-36,12,16.63021428571429,92.46428571428571
Bahrain,2020-36,3,7.89809090909091,55.03636363636363
Costa Rica,2020-36,110,11.770778645833333,66.25828993055556
Lebanon,2020-36,1,18.396666666666665,110.83333333333333
Kosovo,2020-36,2,9.493333333333332,53.525925925925925
Switzerland,2020-36,199,11.803812612612612,66.89237237237236
Nigeria,2020-36,10,12.589725,78.67375
New Zealand,2020-36,39,11.74258695652174,63.378260869565224
Canada,2020-36,841,12.149581410899366,67.75206174077789
Isle of Man,2020-36,11,9.722760000000001,55.42633333333333
Suriname,2020-36,1,5.525,30.716666666666665
Barbados,2020-36,1,8.24,52.43333333333334
Ireland,2020-36,150,11.836998171846435,61.04293113954905
Latvia,2020-36,11,16.6459375,91.98333333333333
Malta,2020-36,2,12.844545454545454,74.72575757575758
China,2020-36,231,11.039349288486417,72.35243639499785
Bulgaria,2020-36,4,10.044,57.05499999999999
Anguilla,2020-36,1,5.803333333333334,45.577777777777776
Thailand,2020-36,202,10.489857851239668,73.56280991735537
Sudan,2020-36,2,10.18557142857143,59.93809523809524
Netherlands,2020-36,575,11.29927266881029,62.53349410503751
Cayman Islands,2020-36,5,11.084736842105263,57.77368421052632
Lithuania,2020-36,14,12.254637931034482,62.70890804597701
Vietnam,2020-36,10,9.949060606060607,64.67323232323233
Ukraine,2020-36,68,12.128911111111112,71.77977777777778
Kazakhstan,2020-36,10,11.326804878048781,67.73373983739837
Laos,2020-36,1,5.22,25.916666666666668
Trinidad and Tobago,2020-36,1,17.206666666666667,107.58888888888889
Slovenia,2020-36,21,10.519424657534246,59.965525114155255
South Africa,2020-36,109,10.660468834688347,64.56684733514003
Austria,2020-36,72,12.259685,71.37675
Tunisia,2020-36,3,18.184,112.24833333333333
Croatia,2020-36,19,10.571975,63.2025
Poland,2020-36,120,11.645593085106384,62.30341312056737
Ecuador,2020-36,20,10.391044776119404,67.01019900497512
San Marino,2020-36,1,10.003333333333332,45.17222222222222
France,2020-36,613,12.149760286225403,66.60521765056649
Guatemala,2020-36,34,10.40082857142857,59.6763492063492
Denmark,2020-36,241,11.585524832214766,58.07507829977629
Slovakia,2020-36,24,11.76626923076923,75.27499999999999
Bosnia and Herzegovina,2020-36,2,7.494545454545454,48.196969696969695
India,2020-36,91,10.728241042345278,67.8
Russia,2020-36,241,12.537948837209303,70.71546511627908
Paraguay,2020-36,3,10.40625,61.83958333333333
Germany,2020-36,1433,12.425907330227997,69.19350739560349
Australia,2020-36,415,11.016782531194295,58.5630421865716
Ghana,2020-36,2,13.213076923076924,78.68846153846154
Hungary,2020-36,29,13.898808510638299,78.12145390070923
Greece,2020-36,19,12.38933870967742,71.40107526881721
Cyprus,2020-36,8,13.245114285714285,72.82857142857142
East Timor,2020-36,1,14.16,85.0
United States,2020-36,9526,10.972538835086935,61.78510042514396
Bahamas,2020-36,1,8.676666666666668,46.888888888888886
Romania,2020-36,14,15.324851063829788,80.17978723404255
Gibraltar,2020-36,1,13.813333333333333,68.01666666666667
Dominican Republic,2020-36,36,10.001666666666667,60.88993055555556
Finland,2020-36,38,13.952439024390245,77.82018970189702
Egypt,2020-36,1,10.182,65.76666666666668
Guernsey,2020-36,9,11.447107142857144,60.86488095238095
Portugal,2020-36,62,11.705346341463414,61.69162601626016
Serbia,2020-36,14,12.42811320754717,65.99874213836478
Philippines,2020-36,27,8.329629213483146,60.018539325842696
Honduras,2020-36,5,11.079333333333333,61.378888888888895
Faroe Islands,2020-36,6,10.558125,58.62708333333333
El Salvador,2020-36,5,9.01421052631579,52.21491228070175
Uruguay,2020-36,4,12.314166666666665,60.64722222222222
United Arab Emirates,2020-36,55,9.753144508670522,55.189788053949904
Estonia,2020-36,9,14.651411764705884,85.76764705882353
Azerbaijan,2020-36,3,6.8649000000000004,53.585
Iceland,2020-36,54,9.904446666666667,62.30177777777778
Fiji,2020-36,1,11.553333333333335,73.89999999999999
Indonesia,2020-36,163,9.755435294117646,71.81091503267973
United Kingdom,2020-36,4731,11.030241414073526,61.05295718798306
Peru,2020-36,35,11.948025641025643,69.81538461538462
Singapore,2020-36,109,12.070227882037532,72.81541554959786
South Korea,2020-36,55,10.329935294117647,61.73901960784313
